"","ticker","ref.date","volume","price.open","price.high","price.low","price.close","price.adjusted","ret.adjusted.prices","ret.closing.prices"
"206","CAL",2005,69759600,13.257778,19.555555,12.395555,13.08,9.992699,NA,NA
"207","CAL",2006,97518700,19.057777,33.419998,18.711111,18.822222,14.729711,0.474047301935143,0.439007798165138
"208","CAL",2007,155208300,32.166668,37.393333,15.17,32.566666,25.870371,0.756339347051683,0.730224306141963
"209","CAL",2008,189204100,15.11,17.790001,4.53,14.16,11.404548,-0.559165657114078,-0.565199581682694
"210","CAL",2009,112688600,8.35,12.01,2.13,8.79,7.262024,-0.363234386842863,-0.379237288135593
"211","CAR",2005,766581600,37.344002,37.68,26.4,37.104,34.814762,NA,NA
"212","CAR",2006,706211100,28.799999,28.511999,17.299999,27.615999,27.493429,-0.210293926467169,-0.255713696636481
"213","CAR",2007,307823500,21.799999,30.719999,12.62,22.129999,22.129999,-0.195080431764259,-0.198652962002207
"214","CAR",2008,477008100,12.92,15.2,0.38,13.07,13.07,-0.409398979186578,-0.409398979186578
"215","CAR",2009,650441400,0.71,13.76,0.36,0.75,0.75,-0.942616679418516,-0.942616679418516
"216","CAT",2005,1233353000,48.049999,59.639999,41.73,47.535,31.770285,NA,NA
"217","CAT",2006,1427415900,57.869999,81.139999,57.799999,57.799999,39.70253,0.249674971439507,0.215946123908699
"218","CAT",2007,1568739100,61.709999,86.980003,58.169998,61.16,42.681541,0.0750332787356371,0.0581315061960468
"219","CAT",2008,2174959800,72.559998,85.279999,32.779999,70.629997,50.195869,0.176055686461742,0.154839715500327
"220","CAT",2009,3216440800,44.91,60.400002,22.17,46.91,34.223099,-0.318208854995617,-0.335834602966216
"221","CB",2005,362815400,42.950001,56.57,38.700001,42.330002,23.924999,NA,NA
"222","CB",2006,313779900,54.049999,61.16,48.18,54.540001,32.016788,0.338214810374705,0.288447872031756
"223","CB",2007,439148100,60.5,63.970001,53.220001,60.349998,36.740944,0.147552465287898,0.106527262439911
"224","CB",2008,954354200,61.860001,66,37.970001,61.040001,38.578751,0.0500206799259157,0.0114333558055792
"225","CB",2009,610298500,53.200001,55.139999,31.84,53.029999,35.067822,-0.0910068083852689,-0.131225456565769
"226","CBRL",2005,153838300,41.700001,44.099998,33.25,40.799999,27.785357,NA,NA
"227","CBRL",2006,206403800,35.139999,47,32.41,35.099998,24.213497,-0.128551884361248,-0.13970591028691
"228","CBRL",2007,163175900,44.18,50.369999,32.209999,44.91,31.41733,0.297513118406647,0.279487252392436
"229","CBRL",2008,189379200,32.200001,38.32,11.64,31.32,22.218208,-0.292804067054712,-0.302605210420842
"230","CBRL",2009,111513700,20.73,39.419998,16.08,22.049999,16.137394,-0.273686068651441,-0.295977043422733
"231","CBS",2005,22425800,30,26.700001,25,26.700001,20.056463,NA,NA
"232","CBS",2006,1000765600,25.6,31.99,23.950001,26.200001,19.680874,-0.018726582049886,-0.0187265910589292
"233","CBS",2007,1208827400,31.15,35,25.84,31.6,24.385962,0.239069057603844,0.206106824194396
"234","CBS",2008,2023392400,27.18,26.42,4.51,26.42,21.042583,-0.137102608459736,-0.163924050632911
"235","CBS",2009,2920137700,8.19,14.35,3.09,8.91,7.738112,-0.632264156924081,-0.662755488266465
"236","CBT",2005,77784500,38.779999,38.27,27.870001,38.27,27.472122,NA,NA
"237","CBT",2006,90091800,35.900002,43.57,30.780001,37.130001,27.181889,-0.0105646371255922,-0.0297883198327673
"238","CBT",2007,112698100,43.700001,49.77,30.719999,44.209999,32.968323,0.212878288186667,0.190681330711518
"239","CBT",2008,139287800,33.169998,33.5,13.8,32.200001,24.448915,-0.258411930749404,-0.271657956834607
"240","CBT",2009,146946900,15.37,27.4,8.04,15.66,12.228539,-0.49983306007649,-0.513664611376875
"241","CELG",2005,2397299600,6.6675,16.2125,6.2925,6.575,6.575,NA,NA
"242","CELG",2006,2003871600,16.25,29.809999,16.2225,16.2225,16.2225,1.46730038022814,1.46730038022814
"243","CELG",2007,2274167600,29.049999,37.59,23.105,28.6,28.6,0.762983510556326,0.762983510556326
"244","CELG",2008,2625612800,23.035,38.505001,23.15,23.15,23.15,-0.190559440559441,-0.190559440559441
"245","CELG",2009,2422946000,27.469999,28.895,19.004999,28.245001,28.245001,0.220086436285097,0.220086436285097
"246","CFC",2005,3208200,58,NA,NA,58,58,NA,NA
"247","CFC",2006,3711350,75,NA,NA,74,74,0.275862068965517,0.275862068965517
"248","CFC",2007,25055448,90,NA,NA,89,89,0.202702702702703,0.202702702702703
"249","CFC",2008,1959100,54,54,24,54,54,-0.393258426966292,-0.393258426966292
"250","CFC",2009,918624,30,49,23.5,30,30,-0.444444444444444,-0.444444444444444
"251","CHL",2005,116673900,17.25,25.66,14.91,17.1,10.730569,NA,NA
"252","CHL",2006,190045100,24.1,44.959999,22.82,24.4,15.782697,0.470816412438148,0.426900584795321
"253","CHL",2007,620515400,45.450001,103.690002,41.849998,46.139999,30.582434,0.937719136342793,0.890983565573771
"254","CHL",2008,794663500,86.900002,89.309998,34.830002,84.650002,57.199787,0.870347762378887,0.834633806559034
"255","CHL",2009,530098900,52.360001,58.540001,40.75,53.73,37.243771,-0.348882697762493,-0.365268768688275
"256","CI",2005,810001800,27.183332,39.766666,26.200001,26.666666,26.240921,NA,NA
"257","CI",2006,946179000,37.296665,44.419998,29.576666,37.433334,36.943245,0.407848642202764,0.403750060093752
"258","CI",2007,584069700,44.276669,56.333332,42.650002,43.93,43.470032,0.176670647096648,0.173552962180713
"259","CI",2008,918156700,53.799999,56.360001,8.82,54.16,53.651466,0.234217310905131,0.232870475756886
"260","CI",2009,1210922700,16.91,37.189999,12.87,17.790001,17.639275,-0.671224734101394,-0.671528785081241
"261","CLGX",2005,247896100,19.958664,27.985518,17.87488,19.844484,16.028471,NA,NA
"262","CLGX",2006,317766200,25.861771,26.803755,20.609489,25.833225,21.539949,0.343855505618721,0.301783659378596
"263","CLGX",2007,548918900,23.258467,31.462299,17.166964,23.281301,20.025557,-0.0703062017463458,-0.0987845690965801
"264","CLGX",2008,636321000,19.364927,24.879822,8.626299,19.085188,17.031799,-0.14949686543051,-0.180235331350254
"265","CLGX",2009,476575700,16.441919,19.342093,11.183931,16.304905,15.295295,-0.10195658133354,-0.145677527515055
