gvkey,ticker,compname,year,sic4,salesmillions,employees,breach,breachtype
60900,DISH,DISH NETWORK CORP,2008,4841,9291.5898,26,0,
60900,DISH,DISH NETWORK CORP,2009,4841,9363.9502,24.5,0,
60900,DISH,DISH NETWORK CORP,2010,4841,,22,0,
145911,DJO,"DJO, Inc.",2005,3842,252.32001,1.7,0,
145911,DJO,"DJO, Inc.",2006,3842,352.82001,3,0,
145911,DJO,"DJO, Inc.",2007,3842,,,0,
145911,DJO,"DJO, Inc.",2008,3842,,,1,Stolen Laptop
145911,DJO,"DJO, Inc.",2009,3842,,,0,
145911,DJO,"DJO, Inc.",2010,3842,,,0,
160892,DLLR,DOLLAR FINANCIAL CORP,2005,6099,283.29001,3.9089999,0,
160892,DLLR,DOLLAR FINANCIAL CORP,2006,6099,306.54999,4.2259998,0,
160892,DLLR,DOLLAR FINANCIAL CORP,2007,6099,378.57001,4.7950001,0,
160892,DLLR,DOLLAR FINANCIAL CORP,2008,6099,457.64001,5.4899998,0,
160892,DLLR,DOLLAR FINANCIAL CORP,2009,6099,423.76001,4.5219998,0,
160892,DLLR,DOLLAR FINANCIAL CORP,2010,6099,,4.9660001,0,
31587,DLTR,"Dollar Tree Stores, Inc.",2005,5331,2992.49,37.400002,0,
31587,DLTR,"Dollar Tree Stores, Inc.",2006,5331,3390.53,42.200001,1,FraudSe
31587,DLTR,"Dollar Tree Stores, Inc.",2007,5331,3524.24,42.599998,0,
31587,DLTR,"Dollar Tree, Inc.",2008,5331,3715.0601,45.84,0,
31587,DLTR,"Dollar Tree, Inc.",2009,5331,4199.5898,54.48,0,
31587,DLTR,"Dollar Tree, Inc.",2010,5331,,63.860001,0,
228598,DMHYY,DUCATI MOTOR HOLDING SPA,2005,3751,370.70001,1.1339999,0,
228598,DMHYY,DUCATI MOTOR HOLDING SPA,2006,3751,381.92999,,0,
228598,DMHYY,DUCATI MOTOR HOLDING SPA,2007,3751,,,0,
228598,DMHYY,DUCATI MOTOR HOLDING SPA,2008,3751,,,0,
228598,DMHYY,DUCATI MOTOR HOLDING SPA,2009,3751,,,0,
228598,DMHYY,DUCATI MOTOR HOLDING SPA,2010,3751,,,0,
4094,DNB,DUN & BRADSTREET CORP,2005,7320,1272.85,4.3499999,0,
4094,DNB,DUN & BRADSTREET CORP,2006,7320,1307.99,4.4000001,0,
4094,DNB,DUN & BRADSTREET CORP,2007,7320,1328.42,4.9000001,0,
4094,DNB,DUN & BRADSTREET CORP,2008,7320,1380.72,4.9000001,0,
4094,DNB,DUN & BRADSTREET CORP,2009,7320,1354.3199,5,0,
4094,DNB,DUN & BRADSTREET CORP,2010,7320,,5.1999998,0,
160211,DPZ,"Domino's Pizza, Inc.",2005,5812,1332.8101,13.5,0,
160211,DPZ,"Domino's Pizza, Inc.",2006,5812,1227.71,13.3,0,
160211,DPZ,"Domino's Pizza, Inc.",2007,5812,1215.1801,12.5,0,
160211,DPZ,"Domino's Pizza, Inc.",2008,5812,1139.83,10.5,1,Disposal_Document
160211,DPZ,"Domino's Pizza, Inc.",2009,5812,1127.17,10.2,0,
160211,DPZ,"Domino's Pizza, Inc.",2010,5812,,10.9,0,
154255,DRCT,DIRECT GENERAL CORP,2005,6331,449.72,2.4530001,0,
154255,DRCT,DIRECT GENERAL CORP,2006,6331,455.20999,2.4260001,0,
154255,DRCT,DIRECT GENERAL CORP,2007,6331,,,0,
154255,DRCT,DIRECT GENERAL CORP,2008,6331,,,0,
154255,DRCT,DIRECT GENERAL CORP,2009,6331,,,0,
154255,DRCT,DIRECT GENERAL CORP,2010,6331,,,0,
31846,DRI,DARDEN RESTAURANTS INC,2005,5812,5044,157.3,0,
31846,DRI,DARDEN RESTAURANTS INC,2006,5812,4755.23,156.5,0,
31846,DRI,DARDEN RESTAURANTS INC,2007,5812,5504.5,178.2,0,
31846,DRI,DARDEN RESTAURANTS INC,2008,5812,5772.6602,178.692,0,
31846,DRI,DARDEN RESTAURANTS INC,2009,5812,5710.3799,174.07899,0,
31846,DRI,DARDEN RESTAURANTS INC,2010,5812,,178.38,0,
113362,DRIV,"Digital River, Inc.",2005,5045,194.34,0.94800001,0,
113362,DRIV,"Digital River, Inc.",2006,5045,262.76999,1.086,0,
113362,DRIV,"Digital River, Inc.",2007,5045,290.14001,1.265,0,
113362,DRIV,"Digital River, Inc.",2008,5045,315.31,1.335,0,
113362,DRIV,"Digital River, Inc.",2009,5045,324.14001,1.239,0,
113362,DRIV,"Digital River, Inc.",2010,5045,,1.28,1,Hack
8867,DSS,Quantum Corporation,2005,3572,1540.21,2.3199999,0,
3707,DST,DST SYSTEMS INC,2005,7374,2217.6101,10.5,0,
3707,DST,DST SYSTEMS INC,2006,7374,1909.75,10.5,0,
3707,DST,DST SYSTEMS INC,2007,7374,1910.0699,11,0,
3707,DST,DST SYSTEMS INC,2008,7374,1827.9,10.9,0,
3707,DST,DST SYSTEMS INC,2009,7374,1780.52,11.2,0,
3707,DST,DST SYSTEMS INC,2010,7374,1713.6,11.2,0,
24171,DSW,"DSW, Inc.",2005,5661,2576.6599,18,1,Hack
24171,DSW,"DSW, Inc.",2006,5661,2628.46,17.341999,0,
24171,DSW,"DSW, Inc.",2007,5661,1559.67,11.8,0,
24171,DSW,"DSW, Inc.",2008,5661,1170.08,12.5,0,
24171,DSW,"DSW, Inc.",2009,5661,1286.5699,10,0,
24171,DSW,"DSW, Inc.",2010,5661,,10.5,0,
221616,DTEGY,DEUTSCHE TELEKOM,2005,4813,63913.488,243.69501,0,
221616,DTEGY,DEUTSCHE TELEKOM,2006,4813,70569.961,248.8,0,
221616,DTEGY,DEUTSCHE TELEKOM,2007,4813,77830,241.42599,0,
221616,DTEGY,DEUTSCHE TELEKOM,2008,4813,70276.852,227.74699,0,
221616,DTEGY,DEUTSCHE TELEKOM,2009,4813,76059.508,259.92001,0,
221616,DTEGY,DEUTSCHE TELEKOM,2010,4813,,246.77699,0,
12206,DTV,"DIRECTV Group, Inc (The)",2005,4841,11607.41,9.1999998,0,
12206,DTV,"DIRECTV Group, Inc (The)",2006,4841,12603.66,11.2,1,StolenLaptop
12206,DTV,"DIRECTV Group, Inc (The)",2007,4841,14325.91,12.3,0,
12206,DTV,"DIRECTV Group, Inc (The)",2008,4841,15750.74,19.6,0,
12206,DTV,"DIRECTV Group, Inc (The)",2009,4841,17312.32,23.299999,0,
12206,DTV,"DIRECTV Group, Inc (The)",2010,4841,,25.1,0,
114524,EBAY,"eBay, Inc.",2005,7370,4013.9399,12.6,0,
114524,EBAY,"eBay, Inc.",2006,7370,5099.1499,13.2,1,Hack
114524,EBAY,"eBay, Inc.",2007,7370,6373.25,15.5,1,Hack
114524,EBAY,"eBay, Inc.",2008,7370,6831.4199,16.200001,0,
114524,EBAY,"eBay, Inc.",2009,7370,7006.2998,16.4,1,Hack
114524,EBAY,"eBay, Inc.",2010,7370,,17.700001,0,
11781,ECA,ENCANA CORP,2005,1311,12578.62,4.5469999,0,
11781,ECA,ENCANA CORP,2006,1311,14007.48,4.678,0,
11781,ECA,ENCANA CORP,2007,1311,17814.77,5.2849998,0,
11781,ECA,ENCANA CORP,2008,1311,24045.609,6.0479999,0,
11781,ECA,ENCANA CORP,2009,1311,8922.29,3.7969999,0,
11781,ECA,ENCANA CORP,2010,1311,,4.1690001,0,
24776,ECMV,E COM VENTURES INC,2005,5912,206.05,1.42,0,
24776,ECMV,E COM VENTURES INC,2006,5912,208.08,1.599,0,
24776,ECMV,E COM VENTURES INC,2007,5912,250.73,1.794,0,
24776,ECMV,E COM VENTURES INC,2008,5912,343.35999,2.1229999,0,
24776,ECMV,E COM VENTURES INC,2009,5912,,,0,
24776,ECMV,E COM VENTURES INC,2010,5912,,,0,
64910,EDPFY,EDP ENERGIAS DE PORTUGAL SA,2005,4911,9654.3701,14.141,0,
64910,EDPFY,EDP ENERGIAS DE PORTUGAL SA,2006,4911,11644.23,13.333,0,
64910,EDPFY,EDP ENERGIAS DE PORTUGAL SA,2007,4911,13356.54,,0,
64910,EDPFY,EDP ENERGIAS DE PORTUGAL SA,2008,4911,15467.72,12.245,0,
64910,EDPFY,EDP ENERGIAS DE PORTUGAL SA,2009,4911,14034.85,12.093,0,
64910,EDPFY,EDP ENERGIAS DE PORTUGAL SA,2010,4911,,12.096,0,
183735,EDS,Electronic Data Systems Corporation,2005,7370,,,0,
183735,EDS,Electronic Data Systems Corporation,2006,7370,,,0,
183735,EDS,Electronic Data Systems Corporation,2007,7370,147.63,,1,FraudSe
183735,EDS,Electronic Data Systems Corporation,2008,7370,213.39999,,0,
183735,EDS,Electronic Data Systems Corporation,2009,7370,244.39,3.1140001,0,
183735,EDS,Electronic Data Systems Corporation,2010,7370,,2.5810001,0,
64536,EEFT,EURONET WORLDWIDE INC,2005,6099,468.32999,0.926,0,
64536,EEFT,EURONET WORLDWIDE INC,2006,6099,537.42999,1.098,0,
64536,EEFT,EURONET WORLDWIDE INC,2007,6099,762.21002,2.5,0,
64536,EEFT,EURONET WORLDWIDE INC,2008,6099,836.34003,2.5,0,
64536,EEFT,EURONET WORLDWIDE INC,2009,6099,829.03998,2.7,0,
64536,EEFT,EURONET WORLDWIDE INC,2010,6099,,3.0999999,0,
4423,EFX,Equifax Inc.,2005,7320,1272.6801,4.5999999,0,
4423,EFX,Equifax Inc.,2006,7320,1320.8,4.96,1,StolenLaptop
4423,EFX,Equifax Inc.,2007,7320,1530.9399,7,0,
4423,EFX,Equifax Inc.,2008,7320,1548.2,6.5,0,
4423,EFX,Equifax Inc.,2009,7320,1464.7,6.5999999,0,
4423,EFX,Equifax Inc.,2010,7320,1860,6.5,1,FraudSe
4194,EK,Eastman Kodak Company,2005,3861,12580.39,51.099998,1,StolenLaptop
4194,EK,Eastman Kodak Company,2006,3861,11338.21,40.900002,0,
4194,EK,Eastman Kodak Company,2007,3861,8556.8398,26.9,0,
4194,EK,Eastman Kodak Company,2008,3861,7531.0498,24.4,0,
4194,EK,Eastman Kodak Company,2009,3861,6106.0801,20.25,0,
4194,EK,Eastman Kodak Company,2010,3861,7187,18.799999,0,
12053,EMC,EMC Corporation,2005,3572,8520.9102,26.5,1,Stolen Laptop
12053,EMC,EMC Corporation,2006,3572,9528.3096,31.1,0,
12053,EMC,EMC Corporation,2007,3572,10990.07,37.700001,0,
12053,EMC,EMC Corporation,2008,3572,11898.17,42.099998,0,
12053,EMC,EMC Corporation,2009,3572,11259.96,43.200001,0,
12053,EMC,EMC Corporation,2010,3572,17000,48.5,0,
63645,ENDP,ENDO PHARMACEUTICALS HLDGS,2005,2834,723.15997,0.70999998,0,
63645,ENDP,ENDO PHARMACEUTICALS HLDGS,2006,2834,777,1.024,0,
63645,ENDP,ENDO PHARMACEUTICALS HLDGS,2007,2834,901.78998,1.2079999,0,
63645,ENDP,ENDO PHARMACEUTICALS HLDGS,2008,2834,1008.19,1.216,0,
63645,ENDP,ENDO PHARMACEUTICALS HLDGS,2009,2834,1172.76,1.487,0,
63645,ENDP,ENDO PHARMACEUTICALS HLDGS,2010,2834,1716.23,2.947,0,
62811,ENPT,EN POINTE TECHNOLOGIES INC,2005,5045,289.5,0.53399998,0,
62811,ENPT,EN POINTE TECHNOLOGIES INC,2006,5045,276.51999,0.48800001,0,
62811,ENPT,EN POINTE TECHNOLOGIES INC,2007,5045,288.35001,0.62300003,0,
62811,ENPT,EN POINTE TECHNOLOGIES INC,2008,5045,240.31,0.81199998,0,
62811,ENPT,EN POINTE TECHNOLOGIES INC,2009,5045,,,0,
62811,ENPT,EN POINTE TECHNOLOGIES INC,2010,5045,,,0,
213288,ERJ,EMBRAER SA,2005,3721,3376.9099,16.952999,0,
213288,ERJ,EMBRAER SA,2006,3721,3211.26,19.264999,0,
213288,ERJ,EMBRAER SA,2007,3721,4357.0601,23.733999,0,
213288,ERJ,EMBRAER SA,2008,3721,5066.98,23.509001,0,
213288,ERJ,EMBRAER SA,2009,3721,4388.3301,18.628,0,
213288,ERJ,EMBRAER SA,2010,3721,,18.884001,0,
16721,ERTS,ELECTRONIC ARTS INC,2005,7372,2601.96,7.1999998,0,
16721,ERTS,ELECTRONIC ARTS INC,2006,7372,2640.23,7.9000001,0,
16721,ERTS,ELECTRONIC ARTS INC,2007,7372,3044.4399,9,0,
16721,ERTS,ELECTRONIC ARTS INC,2008,7372,3368.8201,9.1000004,0,
16721,ERTS,ELECTRONIC ARTS INC,2009,7372,2933.4199,7.8000002,0,
16721,ERTS,ELECTRONIC ARTS INC,2010,7372,,7.645,0,
25356,ESRX,"Express Scripts, Inc.",2005,6411,14342.06,14.02,0,
25356,ESRX,"Express Scripts, Inc.",2006,6411,15084.58,11.3,0,
25356,ESRX,"Express Scripts, Inc.",2007,6411,15179.52,11.82,0,
25356,ESRX,"Express Scripts, Inc.",2008,6411,17578.32,10.82,1,Stolen Laptop
25356,ESRX,"Express Scripts, Inc.",2009,6411,19875.971,14.27,0,
25356,ESRX,"Express Scripts, Inc.",2010,6411,44973,13.17,0,
63501,ET,E*Trade Financial Corporation,2005,6211,,3.4000001,0,
63501,ET,E*Trade Financial Corporation,2006,6211,,4.1259999,1,Hack
63501,ETFC,E*Trade Financial Corporation,2007,6211,1851.02,3.757,0,
63501,ETFC,E*Trade Financial Corporation,2008,6211,2630.22,3.2490001,0,
63501,ETFC,E*Trade Financial Corporation,2009,6211,2239.6699,3.0840001,0,
63501,ETFC,E*Trade Financial Corporation,2010,6211,,2.9619999,0,
126296,EXPE,"Expedia, Inc.",2005,4700,1868.77,6.5,0,
126296,EXPE,"Expedia, Inc.",2006,4700,1911.27,6.5999999,1,FraudSe
126296,EXPE,"Expedia, Inc.",2007,4700,2214.04,7.1500001,0,
126296,EXPE,"Expedia, Inc.",2008,4700,2349.0601,8.0500002,0,
126296,EXPE,"Expedia, Inc.",2009,4700,2372.6101,7.96,0,
126296,EXPE,"Expedia, Inc.",2010,4700,3348,8.8999996,0,
24430,EZPW,"EZCORP, Inc.",2005,5900,224.10001,2.7,0,
24430,EZPW,"EZCORP, Inc.",2006,5900,269.79001,3.0999999,0,
24430,EZPW,"EZCORP, Inc.",2007,5900,309.19,3.2,1,Disposal_Document
24430,EZPW,"EZCORP, Inc.",2008,5900,427,3.3,0,
24430,EZPW,"EZCORP, Inc.",2009,5900,597,4.3499999,0,
24430,EZPW,"EZCORP, Inc.",2010,5900,733,4.9000001,0,
4839,F,Ford Motor Company,2005,3711,155972.81,300,1,StolenComputer
4839,F,Ford Motor Company,2006,3711,136771.72,283,0,
4839,F,Ford Motor Company,2007,3711,143254.94,246,0,
4839,F,Ford Motor Company,2008,3711,116994.41,213,0,
4839,F,Ford Motor Company,2009,3711,94977.328,198,0,
4839,F,Ford Motor Company,2010,3711,,164,0,
154254,FADV,First Advantage Corporation,2005,7389,567.60999,3.8,0,
154254,FADV,First Advantage Corporation,2006,7389,698.34003,4.4000001,0,
154254,FADV,First Advantage Corporation,2007,7389,700.17999,4.5999999,1,Dishonest employee
154254,FADV,First Advantage Corporation,2008,7389,623.83002,4,0,
154254,FADV,First Advantage Corporation,2009,7389,,,0,
154254,FADV,First Advantage Corporation,2010,7389,,,0,
24157,FCFS,FIRST CASH FINANCIAL SVCS,2005,5900,182.28999,2.158,0,
24157,FCFS,FIRST CASH FINANCIAL SVCS,2006,5900,230.39,2.98,0,
24157,FCFS,FIRST CASH FINANCIAL SVCS,2007,5900,322.67999,3.3800001,0,
24157,FCFS,FIRST CASH FINANCIAL SVCS,2008,5900,266.76001,3.8,0,
24157,FCFS,FIRST CASH FINANCIAL SVCS,2009,5900,293.79001,4.1999998,0,
24157,FCFS,FIRST CASH FINANCIAL SVCS,2010,5900,,4.6999998,0,
62823,FCN,FTI CONSULTING INC,2005,8721,455.89001,1.3380001,0,
62823,FCN,FTI CONSULTING INC,2006,8721,604.69,2.079,0,
62823,FCN,FTI CONSULTING INC,2007,8721,831.73999,2.546,0,
62823,FCN,FTI CONSULTING INC,2008,8721,1034.28,3.378,0,
62823,FCN,FTI CONSULTING INC,2009,8742,1123.87,3.4719999,0,
62823,FCN,FTI CONSULTING INC,2010,8742,1401.4611,3.527,0,
63172,FDS,FACTSET RESEARCH SYSTEMS INC,2005,7370,275.66,1.165,0,
63172,FDS,FACTSET RESEARCH SYSTEMS INC,2006,7370,330.85999,1.368,0,
63172,FDS,FACTSET RESEARCH SYSTEMS INC,2007,7370,395.23999,1.653,0,
63172,FDS,FACTSET RESEARCH SYSTEMS INC,2008,7370,460.31,1.934,0,
63172,FDS,FACTSET RESEARCH SYSTEMS INC,2009,7370,499.35999,2.9619999,0,
63172,FDS,FACTSET RESEARCH SYSTEMS INC,2010,7370,,4.1160002,0,
4598,FDX,FedEx Corporation,2005,4513,28474.279,243.64999,0,
4598,FDX,FedEx Corporation,2006,4513,30078.619,266.78,1,SnailMail
4598,FDX,FedEx Corporation,2007,4513,31526.801,273.70001,0,
4598,FDX,FedEx Corporation,2008,4513,28391,259.70001,0,
4598,FDX,FedEx Corporation,2009,4513,27884.359,265,0,
4598,FDX,FedEx Corporation,2010,4513,34734,270.29999,0,
8099,FE,FirstEnergy Corp.,2005,4911,10570.95,14.586,0,
8099,FE,FirstEnergy Corp.,2006,4911,9823.7695,13.739,1,Hack
8099,FE,FirstEnergy Corp.,2007,4911,10616.92,14.534,0,
8099,FE,FirstEnergy Corp.,2008,4911,10861.48,14.698,0,
8099,FE,FirstEnergy Corp.,2009,4911,10205.16,13.379,0,
8099,FE,FirstEnergy Corp.,2010,4911,,13.33,0,
25357,FINL,GENESCO INC,2005,5661,1151.5699,13,0,
25357,FINL,GENESCO INC,2006,5661,1143.05,13.2,0,
25357,FINL,GENESCO INC,2007,5661,1060.91,13.1,0,
25357,FINL,GENESCO INC,2008,5661,1009.58,12.3,0,
25357,FINL,GENESCO INC,2009,5661,939.10999,11.1,0,
25357,FINL,GENESCO INC,2010,5661,,11.5,0,
165993,FIS,Fidelity National Information,2005,7374,3201.21,,0,
165993,FIS,Fidelity National Information,2006,7374,3529.9299,24.871,1,StolenLaptop
165993,FIS,"Fidelity National Information Services, Inc.",2007,7374,3952.3899,31,1,StolenLaptop
165993,FIS,"Fidelity National Information Services, Inc.",2008,7374,2756.1599,26,0,
165993,FIS,"Fidelity National Information Services, Inc.",2009,7374,3026.1399,31,0,
165993,FIS,"Fidelity National Information Services, Inc.",2010,7374,5269.5,33,0,
12635,FISV,FISERV INC,2005,7374,3579.3201,22,0,
12635,FISV,FISERV INC,2006,7374,3881.46,23,0,
12635,FISV,FISERV INC,2007,7374,3257.9299,25,0,
12635,FISV,FISERV INC,2008,7374,3790.3201,20,0,
12635,FISV,FISERV INC,2009,7374,3273,20,0,
12635,FISV,FISERV INC,2010,7374,,19,0,
156156,FMD,FIRST MARBLEHEAD CORP,2005,6199,368.54001,0.889,0,
156156,FMD,FIRST MARBLEHEAD CORP,2006,6199,481.38,0.93199998,0,
156156,FMD,FIRST MARBLEHEAD CORP,2007,6141,723.79999,1.0420001,0,
156156,FMD,FIRST MARBLEHEAD CORP,2008,6141,417.48001,0.37599999,0,
156156,FMD,FIRST MARBLEHEAD CORP,2009,6141,-290.479,0.223,0,
156156,FMD,FIRST MARBLEHEAD CORP,2010,6141,16.15,0.219,0,
165264,FNF,"Fidelity National Financial, Inc.",2005,6361,5568.8198,19.5,0,
165264,FNF,"Fidelity National Financial, Inc.",2006,6361,8060,17.799999,1,Stolen Laptop
165264,FNF,"Fidelity National Financial, Inc.",2007,6361,7587.8999,15.5,1,Email
165264,FNF,"Fidelity National Financial, Inc.",2008,6361,8368.2002,13.7,0,
165264,FNF,"Fidelity National Financial, Inc.",2009,6361,7934.3999,17.200001,0,
165264,FNF,"Fidelity National Financial, Inc.",2010,6361,7887.5,18.200001,0,
99990015,FNM,Fannie Mae,2005,6111,834168,,0,
99990015,FNM,Fannie Mae,2006,6111,843936,,0,
99990015,FNM,Fannie Mae,2007,6111,882547,,0,
99990015,FNM,Fannie Mae,2008,6111,912404,,1,Dishonest employee
99990015,FNM,Fannie Mae,2009,6111,869141,,0,
99990015,FNM,Fannie Mae,2010,6111,3221972,,0,
64061,FORR,"Forrester Research, Inc.",2005,8700,135.11,0.69300002,0,
64061,FORR,"Forrester Research, Inc.",2006,8700,155.00999,0.77899998,0,
64061,FORR,"Forrester Research, Inc.",2007,8700,176.14999,0.903,1,StolenLaptop
64061,FORR,"Forrester Research, Inc.",2008,8700,192.66,1.048,0,
64061,FORR,"Forrester Research, Inc.",2009,8700,187.33,0.94700003,0,
64061,FORR,"Forrester Research, Inc.",2010,8700,,1.0779999,0,
66004,FRN.2,FRIENDLY ICE CREAM CORP,2005,5812,468.5,12.7,0,
66004,FRN.2,FRIENDLY ICE CREAM CORP,2006,5812,453.95001,12.8,0,
66004,FRN.2,FRIENDLY ICE CREAM CORP,2007,5812,,,0,
66004,FRN.2,FRIENDLY ICE CREAM CORP,2008,5812,,,0,
66004,FRN.2,FRIENDLY ICE CREAM CORP,2009,5812,,,0,
66004,FRN.2,FRIENDLY ICE CREAM CORP,2010,5812,,,0,
148217,FRP,Fairpoint Communications,2005,4813,231.75,0.89999998,0,
148217,FRP,Fairpoint Communications,2006,4813,230.67999,0.95200002,0,
148217,FRP,Fairpoint Communications,2007,4813,232.39,1.087,0,
148217,FRP,Fairpoint Communications,2008,4813,1019.46,4.0710001,0,
148217,FRP,Fairpoint Communications,2009,4813,904.56,4.066,1,LostMedia
148217,FRP,Fairpoint Communications,2010,4813,,4.0320001,0,
28485,FSRV,FIRSTSERVICE CORP  -SVTG,2005,6531,941.79999,12,0,
28485,FSRV,FIRSTSERVICE CORP  -SVTG,2006,6531,1161.4,17.5,0,
28485,FSRV,FIRSTSERVICE CORP  -SVTG,2007,6531,1306.84,17,0,
28485,FSRV,FIRSTSERVICE CORP  -SVTG,2008,6531,1057.9,11,0,
28485,FSRV,FIRSTSERVICE CORP  -SVTG,2009,6531,1367.34,18,0,
28485,FSRV,FIRSTSERVICE CORP  -SVTG,2010,6531,,20,0,
163678,GCA,GLOBAL CASH ACCESS HOLDINGS,2005,6099,400.37,0.27900001,0,
163678,GCA,GLOBAL CASH ACCESS HOLDINGS,2006,6099,468.20999,0.354,0,
163678,GCA,GLOBAL CASH ACCESS HOLDINGS,2007,6099,499.14999,0.33399999,0,
163678,GCA,GLOBAL CASH ACCESS HOLDINGS,2008,6099,537.15997,0.62599999,0,
163678,GCA,GLOBAL CASH ACCESS HOLDINGS,2009,6099,536.03998,0.48100001,0,
163678,GCA,GLOBAL CASH ACCESS HOLDINGS,2010,6099,,0.419,0,
30098,GDI,GARDNER DENVER INC,2005,3560,1070.9,6.1999998,0,
30098,GDI,GARDNER DENVER INC,2006,3560,1425.75,6,0,
30098,GDI,GARDNER DENVER INC,2007,3560,1552.41,6.1999998,0,
30098,GDI,GARDNER DENVER INC,2008,3560,1614.29,7.6999998,0,
30098,GDI,GARDNER DENVER INC,2009,3560,1427.49,6.5,0,
30098,GDI,GARDNER DENVER INC,2010,3560,,6.0999999,0,
99990032,GIB,CGI GROUP INC  -CL A,2005,7370,3685,,0,
99990032,GIB,CGI GROUP INC  -CL A,2006,7370,3477,,0,
99990032,GIB,CGI GROUP INC  -CL A,2007,7370,3711,,0,
99990032,GIB,CGI GROUP INC  -CL A,2008,7373,3710,,0,
99990032,GIB,CGI GROUP INC  -CL A,2009,7373,3830,,0,
99990032,GIB,CGI GROUP INC  -CL A,2010,7373,3730,,0,
111486,GIL,GILDAN ACTIVEWEAR INC,2005,2300,576.51001,10.193,0,
111486,GIL,GILDAN ACTIVEWEAR INC,2006,2300,660.42999,14.509,0,
111486,GIL,GILDAN ACTIVEWEAR INC,2007,2300,801.13,15.372,0,
111486,GIL,GILDAN ACTIVEWEAR INC,2008,2300,999.53998,20.115999,0,
111486,GIL,GILDAN ACTIVEWEAR INC,2009,2300,833.56,19.532,0,
111486,GIL,GILDAN ACTIVEWEAR INC,2010,2300,,28,0,
11819,GLCH,GLEACHER & COMPANY INC,2005,6211,157.81,0.38800001,0,
11819,GLCH,GLEACHER & COMPANY INC,2006,6211,111.63,0.28400001,0,
11819,GLCH,GLEACHER & COMPANY INC,2007,6211,39.130001,0.211,0,
11819,GLCH,GLEACHER & COMPANY INC,2008,6211,115.98,0.255,0,
11819,GLCH,GLEACHER & COMPANY INC,2009,6211,286.92999,0.34200001,0,
11819,GLCH,GLEACHER & COMPANY INC,2010,6211,,0.368,0,
5073,GM,General Motors Corporation,2005,3711,167716.45,335,0,
5073,GM,General Motors Corporation,2006,3711,177110.59,280,1,FraudSe
5073,GM,General Motors Corporation,2007,3711,150454.45,266,0,
5073,GM,General Motors Corporation,2008,3711,119155.52,243,0,
5073,GM,General Motors Corporation,2009,3711,83963.758,217,0,
5073,GM,General Motors Corporation,2010,3711,,202,1,Unintended Disclosure
99990016,GMTN,Gander Mountain Company,2005,5940,,,0,
99990016,GMTN,Gander Mountain Company,2006,5940,,,0,
99990016,GMTN,Gander Mountain Company,2007,5940,,,1,StolenComputer
99990016,GMTN,Gander Mountain Company,2008,5940,,,0,
99990016,GMTN,Gander Mountain Company,2009,5940,,,0,
99990016,GMTN,Gander Mountain Company,2010,5940,,,0,
160329,GOOG,"Google, Inc.",2005,7370,5412.4902,5.6799998,0,
160329,GOOG,"Google, Inc.",2006,7370,9058.3701,10.674,0,
160329,GOOG,"Google, Inc.",2007,7370,13784.29,16.805,1,Hack
160329,GOOG,"Google, Inc.",2008,7370,17432.391,20.222,0,
160329,GOOG,"Google, Inc.",2009,7370,18986.609,19.834999,1,Unintended Disclosure
160329,GOOG,"Google, Inc.",2010,7370,,24.4,0,
65718,GPI,"Group 1 Automotive, Inc.",2005,5500,5263.5098,8.3999996,0,
65718,GPI,"Group 1 Automotive, Inc.",2006,5500,5196.3101,8.7849998,1,StolenLaptop
65718,GPI,"Group 1 Automotive, Inc.",2007,5500,5310.54,8.9320002,0,
65718,GPI,"Group 1 Automotive, Inc.",2008,5500,4522.2202,7.6869998,0,
65718,GPI,"Group 1 Automotive, Inc.",2009,5500,3633.22,6.9899998,0,
65718,GPI,"Group 1 Automotive, Inc.",2010,5500,,7.454,0,
4990,GPS,"Gap, Inc. (The)",2005,5651,14127.81,153,0,
4990,GPS,"Gap, Inc. (The)",2006,5651,13617.98,154,0,
4990,GPS,"Gap, Inc. (The)",2007,5651,13094.01,150,1,StolenLaptop
4990,GPS,"Gap, Inc. (The)",2008,5651,11618.1,134,0,
4990,GPS,"Gap, Inc. (The)",2009,5651,11397.31,135,0,
4990,GPS,"Gap, Inc. (The)",2010,5651,,134,1,StolenLaptop
114628,GS,"Goldman Sachs Group, Inc. (The)",2005,6211,38258.73,22.424999,0,
114628,GS,"Goldman Sachs Group, Inc. (The)",2006,6211,59239.02,26.466999,0,
114628,GS,"Goldman Sachs Group, Inc. (The)",2007,6211,73073.273,30.521999,0,
114628,GS,"Goldman Sachs Group, Inc. (The)",2008,6211,42853.238,30.066999,0,
114628,GS,"Goldman Sachs Group, Inc. (The)",2009,6211,41482.941,32.5,1,Dishonest employee
114628,GS,"Goldman Sachs Group, Inc. (The)",2010,6211,,35.700001,0,
5180,GSK,GLAXOSMITHKLINE PLC,2005,2834,33377.391,99.502998,0,
5180,GSK,GLAXOSMITHKLINE PLC,2006,2834,39368.352,101.802,0,
5180,GSK,GLAXOSMITHKLINE PLC,2007,2834,38226.16,103.401,0,
5180,GSK,GLAXOSMITHKLINE PLC,2008,2834,29106.1,101.133,0,
5180,GSK,GLAXOSMITHKLINE PLC,2009,2834,37806.012,99.913002,0,
5180,GSK,GLAXOSMITHKLINE PLC,2010,2834,,96.460999,0,
64486,GTRC,GUITAR CENTER INC,2005,5700,1571.67,8.1540003,0,
64486,GTRC,GUITAR CENTER INC,2006,5700,1733.9301,9.54,0,
