gvkey,ticker,compname,year,sic4,salesmillions,employees,breach,breachtype
10096,PSA,"Public Storage, Inc.",2006,6798,1190.3199,6,0,
10096,PSA,Public Storage,2007,6798,1519.4,5.6999998,1,Hack
10096,PSA,Public Storage,2008,6798,1412.47,5.1999998,0,
10096,PSA,Public Storage,2009,6798,1349.46,4.9000001,0,
10096,PSA,Public Storage,2010,6798,,4.9000001,0,
31392,PTRY,PANTRY INC,2005,5500,3905.3501,10.803,0,
31392,PTRY,PANTRY INC,2006,5500,4451.23,12.005,0,
31392,PTRY,PANTRY INC,2007,5500,4996.5898,13.232,0,
31392,PTRY,PANTRY INC,2008,5500,6469.3999,14.221,0,
31392,PTRY,PANTRY INC,2009,5500,4392.9302,13.694,0,
31392,PTRY,PANTRY INC,2010,5500,,14.419,0,
15782,PUK,PRUDENTIAL PLC,2005,6311,70685.648,22.948,0,
15782,PUK,PRUDENTIAL PLC,2006,6311,70398.547,25.891001,0,
15782,PUK,PRUDENTIAL PLC,2007,6311,65216.004,29.172001,0,
15782,PUK,PRUDENTIAL PLC,2008,6311,54000,27.478001,0,
15782,PUK,PRUDENTIAL PLC,2009,6311,77761.656,25.325001,0,
15782,PUK,PRUDENTIAL PLC,2010,6311,73444.469,23.01,0,
28397,PZZA,"Papa John's International, Inc.",2005,5812,854.20001,13.194,1,Web
28397,PZZA,"Papa John's International, Inc.",2006,5812,855.5,14.743,0,
28397,PZZA,"Papa John's International, Inc.",2007,5812,883.51001,17.799999,0,
28397,PZZA,"Papa John's International, Inc.",2008,5812,905.46002,16.700001,0,
28397,PZZA,"Papa John's International, Inc.",2009,5812,887.91998,16,0,
28397,PZZA,"Papa John's International, Inc.",2010,5812,,16,0,
8867,QTM,Quantum Corporation,2006,3572,867.97998,2.9000001,0,
8867,QTM,Quantum Corporation,2007,3572,810.5,2.05,0,
8867,QTM,Quantum Corporation,2008,3572,638.22998,1.87,0,
8867,QTM,Quantum Corporation,2009,3572,547.04999,1.8,0,
8867,QTM,Quantum Corporation,2010,3572,,1.83,1,Stolen Laptop
9155,RAD,Rite Aid Corporation,2005,5912,15228.17,70.199997,0,
9155,RAD,Rite Aid Corporation,2006,5912,14954.51,69.699997,0,
9155,RAD,Rite Aid Corporation,2007,5912,20207.83,112.8,0,
9155,RAD,Rite Aid Corporation,2008,5912,21026.529,103,0,
9155,RAD,Rite Aid Corporation,2009,5912,20607.1,97.5,0,
9155,RAD,Rite Aid Corporation,2010,5912,,91.800003,1,Disposal_Document
29099,REG,REGENCY CENTERS CORP,2005,6798,349.51001,0.45699999,0,
29099,REG,REGENCY CENTERS CORP,2006,6798,362.72,0.49900001,0,
29099,REG,REGENCY CENTERS CORP,2007,6798,392.64999,0.56800002,0,
29099,REG,REGENCY CENTERS CORP,2008,6798,402.63,0.51099998,0,
29099,REG,REGENCY CENTERS CORP,2009,6798,374.60999,0.38,0,
29099,REG,REGENCY CENTERS CORP,2010,6798,,0.39199999,0,
28216,RGA,REINSURANCE GROUP AMER INC,2005,6311,4042.48,0.88,0,
28216,RGA,REINSURANCE GROUP AMER INC,2006,6311,4436.2798,0.97799999,0,
28216,RGA,REINSURANCE GROUP AMER INC,2007,6311,4750.1299,1.066,0,
28216,RGA,REINSURANCE GROUP AMER INC,2008,6311,4543.9102,1.222,0,
28216,RGA,REINSURANCE GROUP AMER INC,2009,6311,5642.02,1.367,0,
28216,RGA,REINSURANCE GROUP AMER INC,2010,6311,,1.535,0,
9023,RGS,REGIS CORP/MN,2005,7200,1934.75,55,0,
9023,RGS,REGIS CORP/MN,2006,7200,2076.3601,59,0,
9023,RGS,REGIS CORP/MN,2007,7200,2181.8501,62,0,
9023,RGS,REGIS CORP/MN,2008,7200,2190.5801,65,0,
9023,RGS,REGIS CORP/MN,2009,7200,1950.63,59,0,
9023,RGS,REGIS CORP/MN,2010,7200,2358.3999,56,0,
65986,RIMM,RESEARCH IN MOTION LTD,2005,3663,1821.5,4.7839999,0,
65986,RIMM,RESEARCH IN MOTION LTD,2006,3663,2594.1899,6.25,0,
65986,RIMM,RESEARCH IN MOTION LTD,2007,3663,4991.8901,8.3999996,0,
65986,RIMM,RESEARCH IN MOTION LTD,2008,3663,8850.0898,12.8,0,
65986,RIMM,RESEARCH IN MOTION LTD,2009,3663,12004.41,13.873,0,
65986,RIMM,RESEARCH IN MOTION LTD,2010,3663,14953,17.5,0,
8898,RJF,RAYMOND JAMES FINANCIAL CORP,2005,6211,1901.87,,0,
8898,RJF,RAYMOND JAMES FINANCIAL CORP,2006,6211,2226.52,,0,
8898,RJF,RAYMOND JAMES FINANCIAL CORP,2007,6211,2579.3301,,0,
8898,RJF,RAYMOND JAMES FINANCIAL CORP,2008,6211,2563.3501,6.9000001,0,
8898,RJF,RAYMOND JAMES FINANCIAL CORP,2009,6211,2089.29,7.0999999,0,
8898,RJF,RAYMOND JAMES FINANCIAL CORP,2010,6211,,7.1999998,0,
64891,RL,Polo Ralph Lauren Corporation,2005,2320,3303.1899,12.8,1,FraudSe
64891,RL,Polo Ralph Lauren Corporation,2006,2320,3662.1499,14,0,
64891,RL,Polo Ralph Lauren Corporation,2007,2320,4053.8,15,0,
64891,RL,Polo Ralph Lauren Corporation,2008,2320,4014.1899,17,0,
64891,RL,Polo Ralph Lauren Corporation,2009,2320,3997.05,19,0,
64891,RL,Polo Ralph Lauren Corporation,2010,2320,,24,0,
99990011,RMK,ARAMARK Corporation,2005,5812,,,0,
99990011,RMK,ARAMARK Corporation,2006,5812,,,1,StolenLaptop
99990011,RMK,ARAMARK Corporation,2007,5812,,,0,
99990011,RMK,ARAMARK Corporation,2008,5812,,,0,
99990011,RMK,ARAMARK Corporation,2009,5812,,,0,
99990011,RMK,ARAMARK Corporation,2010,5812,,,0,
65899,RNWK,REALNETWORKS INC,2005,7372,286.60999,0.93300003,0,
65899,RNWK,REALNETWORKS INC,2006,7372,337.62,1.649,0,
65899,RNWK,REALNETWORKS INC,2007,7372,471.51001,1.914,0,
65899,RNWK,REALNETWORKS INC,2008,7372,483.73999,1.993,0,
65899,RNWK,REALNETWORKS INC,2009,7372,451.38,1.845,0,
65899,RNWK,REALNETWORKS INC,2010,7372,,1.528,0,
9248,ROST,"Ross Stores, Inc.",2005,5651,4359.3799,33.167999,0,
9248,ROST,"Ross Stores, Inc.",2006,5651,4757.8901,35.799999,0,
9248,ROST,"Ross Stores, Inc.",2007,5651,4963.4902,39.099998,0,
9248,ROST,"Ross Stores, Inc.",2008,5651,5187.71,40,0,
9248,ROST,"Ross Stores, Inc.",2009,5651,5767.4702,45.599998,0,
9248,ROST,"Ross Stores, Inc.",2010,5651,,49.5,1,Disposal_Document
112168,RSG,REPUBLIC SERVICES INC,2005,4953,2525.1599,13,0,
112168,RSG,REPUBLIC SERVICES INC,2006,4953,2622.8,13,0,
112168,RSG,REPUBLIC SERVICES INC,2007,4953,2638.4099,13,0,
112168,RSG,REPUBLIC SERVICES INC,2008,4953,2947.3999,35,0,
112168,RSG,REPUBLIC SERVICES INC,2009,4953,6582.21,31,0,
112168,RSG,REPUBLIC SERVICES INC,2010,4953,8107,30,0,
10332,RSH,RadioShack Corporation,2005,5731,4480.6401,47,0,
10332,RSH,RadioShack Corporation,2006,5731,4080.78,43,0,
10332,RSH,RadioShack Corporation,2007,5731,3531.8,35.799999,1,Disposal_Document
10332,RSH,RadioShack Corporation,2008,5731,3378.8101,36.799999,0,
10332,RSH,RadioShack Corporation,2009,5731,3432.76,36.700001,0,
10332,RSH,RadioShack Corporation,2010,5731,,36.400002,0,
10984,S,Sprint Nextel Corporation,2005,4813,30578.061,79.900002,0,
10984,S,Sprint Nextel Corporation,2006,4812,35044.75,64.599998,0,
10984,S,Sprint Nextel Corporation,2007,4812,33348.48,60,0,
10984,S,Sprint Nextel Corporation,2008,4812,28501.381,56,0,
10984,S,Sprint Nextel Corporation,2009,4812,25898.24,40,0,
10984,S,Sprint Nextel Corporation,2010,4812,,40,0,
165123,SAI,"SAIC, Inc.",2005,7373,6952.3198,43.599998,0,
165123,SAI,"SAIC, Inc.",2006,7373,7084.46,44.099998,0,
165123,SAI,"SAIC, Inc.",2007,7373,7422.1299,43.799999,0,
165123,SAI,"SAIC, Inc.",2008,7373,8054.1299,45.400002,1,Virus
165123,SAI,"SAIC, Inc.",2009,7373,8707.1396,46.200001,0,
165123,SAI,"SAIC, Inc.",2010,7373,9632.8701,43.400002,0,
103487,SAP,SAP AG,2005,7372,8902.8398,35.873001,0,
103487,SAP,SAP AG,2006,7372,10662.83,39.355,0,
103487,SAP,SAP AG,2007,7372,12432.47,42.129002,0,
103487,SAP,SAP AG,2008,7372,12886,51.529999,0,
103487,SAP,SAP AG,2009,7372,12288.08,48.471001,0,
103487,SAP,SAP AG,2010,7372,,53.513,0,
25434,SBUX,Starbucks Corporation,2005,5812,5615.9399,115,0,
25434,SBUX,Starbucks Corporation,2006,5812,6651.3501,145.8,1,StolenLaptop
25434,SBUX,Starbucks Corporation,2007,5812,7817.9399,172,0,
25434,SBUX,Starbucks Corporation,2008,5812,8304.4697,176,1,StolenLaptop
25434,SBUX,Starbucks Corporation,2009,5812,7847.02,142,0,
25434,SBUX,Starbucks Corporation,2010,5812,,137,0,
13988,SCHW,Charles Schwab Corporation,2005,6211,4541.7402,14,0,
13988,SCHW,Charles Schwab Corporation,2006,6211,4239.23,12.4,1,StolenDrive
13988,SCHW,Charles Schwab Corporation,2007,6211,4665.9302,13.3,0,
13988,SCHW,Charles Schwab Corporation,2008,6211,4313.3999,13.4,0,
13988,SCHW,Charles Schwab Corporation,2009,6211,3518.6599,12.4,1,StolenDrive
13988,SCHW,Charles Schwab Corporation,2010,6211,,12.8,1,StolenDrive
102089,SDXAY,SODEXO,2005,5812,12689.35,324.44601,0,
102089,SDXAY,SODEXO,2006,5812,14030.72,332.09601,0,
102089,SDXAY,SODEXO,2007,5812,15194.15,342.38,0,
102089,SDXAY,SODEXO,2008,5812,15989.02,355.04401,0,
102089,SDXAY,SODEXO,2009,5812,16923.189,379.74899,0,
102089,SDXAY,SODEXO,2010,5812,,379.13699,0,
6307,SHLD,Sears Holdings Corporation,2005,5331,43313.629,355,0,
6307,SHLD,Sears Holdings Corporation,2006,5331,45281.078,352,1,Email
6307,SHLD,Sears Holdings Corporation,2007,5331,42117.98,337,0,
6307,SHLD,Sears Holdings Corporation,2008,5331,37407.309,324,1,StolenLaptop
6307,SHLD,Sears Holdings Corporation,2009,5331,35357.602,322,0,
6307,SHLD,Sears Holdings Corporation,2010,5331,,312,0,
9689,SIE,SIERRA HEALTH SERVICES,2005,6324,1221.21,2.7,0,
9689,SIE,SIERRA HEALTH SERVICES,2006,6324,1468.22,2.9000001,0,
9689,SIE,SIERRA HEALTH SERVICES,2007,6324,1558.67,3,0,
9689,SIE,SIERRA HEALTH SERVICES,2008,6324,,,0,
9689,SIE,SIERRA HEALTH SERVICES,2009,6324,,,0,
9689,SIE,SIERRA HEALTH SERVICES,2010,6324,,,0,
99990034,SJR,SHAW COMMUNICATIONS INC-CL B,2005,4841,2209.8101,,0,
99990034,SJR,SHAW COMMUNICATIONS INC-CL B,2006,4841,2459.2839,,0,
99990034,SJR,SHAW COMMUNICATIONS INC-CL B,2007,4841,2774.4451,,0,
99990034,SJR,SHAW COMMUNICATIONS INC-CL B,2008,4841,3104.8589,,0,
99990034,SJR,SHAW COMMUNICATIONS INC-CL B,2009,4841,3390.9131,,0,
99990034,SJR,SHAW COMMUNICATIONS INC-CL B,2010,4841,3717.5801,,0,
116224,SKRRF,SCOTTISH RE GROUP LTD,2005,6311,2033.09,0.36899999,0,
116224,SKRRF,SCOTTISH RE GROUP LTD,2006,6311,2089.03,0.39899999,0,
116224,SKRRF,SCOTTISH RE GROUP LTD,2007,6311,1270.0699,,0,
116224,SKRRF,SCOTTISH RE GROUP LTD,2008,6311,,,0,
116224,SKRRF,SCOTTISH RE GROUP LTD,2009,6311,734.56,,0,
116224,SKRRF,SCOTTISH RE GROUP LTD,2010,6311,,,0,
10121,SLM,SLM CORP,2005,6111,5529.2402,11,0,
10121,SLM,SLM CORP,2006,6111,7764.9199,11,0,
10121,SLM,SLM CORP,2007,6111,8748.4902,11,0,
10121,SLM,SLM CORP,2008,6111,6506.3599,8,0,
10121,SLM,SLM CORP,2009,6111,4969.3999,8,0,
10121,SLM,SLM CORP,2010,6111,205307,7.5999999,0,
9599,SMTC,Semtech Corporation,2005,3674,211.03,0.65899998,0,
9599,SMTC,Semtech Corporation,2006,3674,215.71001,0.68900001,0,
9599,SMTC,Semtech Corporation,2007,3674,236.57001,0.78100002,1,StolenLaptop
9599,SMTC,Semtech Corporation,2008,3674,235.8,0.82700002,0,
9599,SMTC,Semtech Corporation,2009,3674,230.05,0.91500002,0,
9599,SMTC,Semtech Corporation,2010,3674,,0.98199999,0,
63769,SPSX,SUPERIOR ESSEX INC,2005,3350,1582.66,4.0999999,0,
63769,SPSX,SUPERIOR ESSEX INC,2006,3350,2509.6699,4.0999999,0,
63769,SPSX,SUPERIOR ESSEX INC,2007,3350,2486.29,4.5,0,
63769,SPSX,SUPERIOR ESSEX INC,2008,3350,,,0,
63769,SPSX,SUPERIOR ESSEX INC,2009,3350,,,0,
63769,SPSX,SUPERIOR ESSEX INC,2010,3350,,,0,
147660,SRX,"SRA International, Inc.",2005,7370,777.46997,4.177,0,
147660,SRX,"SRA International, Inc.",2006,7370,1007.29,4.9749999,0,
147660,SRX,"SRA International, Inc.",2007,7370,1054.03,5.2150002,0,
147660,SRX,"SRA International, Inc.",2008,7370,1205.27,6.4970002,0,
147660,SRX,"SRA International, Inc.",2009,7370,1236.75,6.9770002,1,Virus
147660,SRX,"SRA International, Inc.",2010,7370,,7.0999999,0,
6242,SSCC,SMURFIT-STONE CONTAINER CORP,2005,2631,7402.9199,33.5,0,
6242,SSCC,SMURFIT-STONE CONTAINER CORP,2006,2631,6113.27,25.200001,0,
6242,SSCC,SMURFIT-STONE CONTAINER CORP,2007,2631,6163.6499,22.700001,0,
6242,SSCC,SMURFIT-STONE CONTAINER CORP,2008,2631,5632.29,21.299999,0,
6242,SSCC,SMURFIT-STONE CONTAINER CORP,2009,2631,4474.79,19,0,
6242,SSCC,SMURFIT-STONE CONTAINER CORP,2010,2631,,17.1,0,
10086,STC,STEWART INFORMATION SERVICES,2005,6361,2136.97,9.8649998,0,
10086,STC,STEWART INFORMATION SERVICES,2006,6361,2107.3501,9.8999996,0,
10086,STC,STEWART INFORMATION SERVICES,2007,6361,1740.26,8.5,0,
10086,STC,STEWART INFORMATION SERVICES,2008,6361,1256.03,6.3000002,0,
10086,STC,STEWART INFORMATION SERVICES,2009,6361,1369.5699,6.0999999,0,
10086,STC,STEWART INFORMATION SERVICES,2010,6361,,5.6999998,0,
150937,STX,SEAGATE TECHNOLOGY PLC,2005,3572,6659.6299,44,0,
150937,STX,SEAGATE TECHNOLOGY PLC,2006,3572,7863.46,60,0,
150937,STX,SEAGATE TECHNOLOGY PLC,2007,3572,9436.5303,54,0,
150937,STX,SEAGATE TECHNOLOGY PLC,2008,3572,10164.04,54,0,
150937,STX,SEAGATE TECHNOLOGY PLC,2009,3572,7871.4302,47,0,
150937,STX,SEAGATE TECHNOLOGY PLC,2010,3572,,52.599998,0,
24547,SWS,SWS GROUP INC,2005,6211,304.59,0.92799997,0,
24547,SWS,SWS GROUP INC,2006,6211,330.07001,0.889,0,
24547,SWS,SWS GROUP INC,2007,6211,389.26001,0.89899999,0,
24547,SWS,SWS GROUP INC,2008,6211,381.92999,1.193,0,
24547,SWS,SWS GROUP INC,2009,6211,389.89999,1.17,0,
24547,SWS,SWS GROUP INC,2010,6211,,1.142,0,
9359,SWY,Safeway Inc.,2005,5411,33872.172,201,1,StolenLaptop
9359,SWY,Safeway Inc.,2006,5411,34324.691,207,0,
9359,SWY,Safeway Inc.,2007,5411,35126.141,201,0,
9359,SWY,Safeway Inc.,2008,5411,35275,197,0,
9359,SWY,Safeway Inc.,2009,5411,32794.828,186,0,
9359,SWY,Safeway Inc.,2010,5411,,180,0,
15855,SYMC,Symantec Corporation,2005,7372,3653.3101,16,0,
15855,SYMC,Symantec Corporation,2006,7372,4441.1299,17.1,0,
15855,SYMC,Symantec Corporation,2007,7372,4879.7598,17.6,0,
15855,SYMC,Symantec Corporation,2008,7372,4918.7402,17.4,0,
15855,SYMC,Symantec Corporation,2009,7372,4804.7402,17.4,1,FraudSe
15855,SYMC,Symantec Corporation,2010,7372,,18.6,0,
9899,T,AT&T Inc.,2005,4813,38674.02,189.95,0,
9899,T,AT&T Inc.,2006,4813,53859.48,302.76999,1,Hack
9899,T,AT&T Inc.,2007,4813,98791.133,309.04999,1,FraudSe
9899,T,AT&T Inc.,2008,4813,99199.352,302.66,0,
9899,T,AT&T Inc.,2009,4813,98758.508,282.72,0,
9899,T,AT&T Inc.,2010,4813,124280,266.59,1,FraudSe
3505,TAP,MOLSON COORS BREWING CO,2005,2082,4855.5498,10.2,0,
3505,TAP,MOLSON COORS BREWING CO,2006,2082,4992.5898,9.5500002,0,
3505,TAP,MOLSON COORS BREWING CO,2007,2082,5142.3999,9.6999998,0,
3505,TAP,MOLSON COORS BREWING CO,2008,2082,3818.55,14,0,
3505,TAP,MOLSON COORS BREWING CO,2009,2082,2434.3999,14.54,0,
3505,TAP,MOLSON COORS BREWING CO,2010,2082,,14.66,0,
22207,TBI,TRUEBLUE INC,2005,7363,1089.87,3.4000001,0,
22207,TBI,TRUEBLUE INC,2006,7363,1152.37,3.5,0,
22207,TBI,TRUEBLUE INC,2007,7363,1151.04,3.5,0,
22207,TBI,TRUEBLUE INC,2008,7363,1107.16,2.9000001,0,
22207,TBI,TRUEBLUE INC,2009,7363,817.58002,2.5,0,
22207,TBI,TRUEBLUE INC,2010,7363,1149,2.5999999,0,
13683,TEF,TELEFONICA SA,2005,4813,39554.031,207.64101,0,
13683,TEF,TELEFONICA SA,2006,4813,59632.32,195.086,0,
13683,TEF,TELEFONICA SA,2007,4813,69194.352,248.487,0,
13683,TEF,TELEFONICA SA,2008,4812,65290.551,257.035,0,
13683,TEF,TELEFONICA SA,2009,4812,65944.859,257.42599,0,
13683,TEF,TELEFONICA SA,2010,4812,78847.617,285.10599,0,
7991,TEX,TEREX CORP,2005,3531,5625.73,17.6,0,
7991,TEX,TEREX CORP,2006,3531,6532.3198,18.200001,0,
7991,TEX,TEREX CORP,2007,3531,7590.5098,20.6,0,
7991,TEX,TEREX CORP,2008,3531,7909.8398,20,0,
7991,TEX,TEREX CORP,2009,3531,3245.79,15.9,0,
7991,TEX,TEREX CORP,2010,3531,4418.2002,16.299999,0,
3813,TGT,Target Corporation,2005,5331,46396.129,338,0,
3813,TGT,Target Corporation,2006,5331,50814.371,352,0,
3813,TGT,Target Corporation,2007,5331,52637.711,366,0,
3813,TGT,Target Corporation,2008,5331,51946.328,351,1,Hack
3813,TGT,Target Corporation,2009,5331,52468.422,351,0,
3813,TGT,Target Corporation,2010,5331,,355,0,
7750,THC,Tenet Healthcare Corporation,2005,8062,8476.8604,73.433998,0,
7750,THC,Tenet Healthcare Corporation,2006,8062,7432.1001,68.952003,0,
7750,THC,Tenet Healthcare Corporation,2007,8062,7353.1802,63.264,0,
7750,THC,Tenet Healthcare Corporation,2008,8062,6928.79,60.297001,1,FraudSe
7750,THC,Tenet Healthcare Corporation,2009,8062,7236.4102,57.612999,0,
7750,THC,Tenet Healthcare Corporation,2010,8062,,56.605,0,
11672,TJX,"TJX Companies, Inc.",2005,5651,14158.61,119,0,
11672,TJX,"TJX Companies, Inc.",2006,5651,14866.46,125,0,
11672,TJX,"TJX Companies, Inc.",2007,5651,15489.8,129,1,Hack
11672,TJX,"TJX Companies, Inc.",2008,5651,15196.07,133,0,
11672,TJX,"TJX Companies, Inc.",2009,5651,16287.51,154,0,
11672,TJX,"TJX Companies, Inc.",2010,5651,,166,0,
19661,TM,TOYOTA MOTOR CORP,2005,3711,157901.14,285.97699,0,
19661,TM,TOYOTA MOTOR CORP,2006,3711,173279.66,299.39401,0,
19661,TM,TOYOTA MOTOR CORP,2007,3711,217965.48,316.121,0,
19661,TM,TOYOTA MOTOR CORP,2008,3711,167157.16,320.80801,0,
19661,TM,TOYOTA MOTOR CORP,2009,3711,162888.36,320.59,0,
19661,TM,TOYOTA MOTOR CORP,2010,3711,,317.716,0,
24625,TOT,TOTAL SA,2005,2911,128029.54,112.877,0,
24625,TOT,TOTAL SA,2006,2911,149572.84,95.07,0,
24625,TOT,TOTAL SA,2007,2911,165973.28,96.442001,0,
24625,TOT,TOTAL SA,2008,2911,178490.3,96.959,0,
24625,TOT,TOTAL SA,2009,2911,129039.76,96.387001,0,
24625,TOT,TOTAL SA,2010,2911,206460.41,92.855003,0,
120302,TRI.Z,TRIAD HOSPITALS INC,2005,8062,4185.79,38,0,
120302,TRI.Z,TRIAD HOSPITALS INC,2006,8062,4730.29,42,0,
120302,TRI.Z,TRIAD HOSPITALS INC,2007,8062,,,0,
120302,TRI.Z,TRIAD HOSPITALS INC,2008,8062,,,0,
120302,TRI.Z,TRIAD HOSPITALS INC,2009,8062,,,0,
120302,TRI.Z,TRIAD HOSPITALS INC,2010,8062,,,0,
12138,TROW,"T. Rowe Price Group, Inc.",2005,6282,1336.53,4.3720002,0,
12138,TROW,"T. Rowe Price Group, Inc.",2006,6282,1553.99,4.605,0,
12138,TROW,"T. Rowe Price Group, Inc.",2007,6282,1854.99,5.0809999,0,
12138,TROW,"T. Rowe Price Group, Inc.",2008,6282,1696.65,5.3850002,1,StolenComputer
12138,TROW,"T. Rowe Price Group, Inc.",2009,6282,1502.76,4.802,0,
12138,TROW,"T. Rowe Price Group, Inc.",2010,6282,,5.052,0,
62689,TRV,TRAVELERS COS INC,2005,6331,21483.119,31.9,0,
62689,TRV,TRAVELERS COS INC,2006,6331,21395.17,32.799999,0,
62689,TRV,TRAVELERS COS INC,2007,6331,21644.199,33.299999,0,
62689,TRV,TRAVELERS COS INC,2008,6331,19577.051,33,0,
62689,TRV,TRAVELERS COS INC,2009,6331,19813.039,32,0,
62689,TRV,TRAVELERS COS INC,2010,6331,,32,0,
10631,TSS,TOTAL SYSTEM SERVICES INC,2005,7389,1413.34,6.6030002,0,
10631,TSS,TOTAL SYSTEM SERVICES INC,2006,7389,1471.11,6.6440001,0,
10631,TSS,TOTAL SYSTEM SERVICES INC,2007,7389,1500.0699,6.921,0,
10631,TSS,TOTAL SYSTEM SERVICES INC,2008,7389,1550.53,8.1099997,0,
10631,TSS,TOTAL SYSTEM SERVICES INC,2009,7389,1355.17,7.6199999,0,
10631,TSS,TOTAL SYSTEM SERVICES INC,2010,7389,,7.7880001,0,
63417,TTEC,"TeleTech Holdings, Inc.",2005,7389,958.14001,40,0,
63417,TTEC,"TeleTech Holdings, Inc.",2006,7389,1034.65,47,0,
63417,TTEC,"TeleTech Holdings, Inc.",2007,7389,1137.73,53,0,
63417,TTEC,"TeleTech Holdings, Inc.",2008,7389,1119.86,55,0,
63417,TTEC,"TeleTech Holdings, Inc.",2009,7389,937.59998,45,0,
63417,TTEC,"TeleTech Holdings, Inc.",2010,7389,,45.5,1,Dishonest employee
65630,TUC,MAC-GRAY CORP,2005,7200,229.8,0.74299997,0,
65630,TUC,MAC-GRAY CORP,2006,7200,238.59,0.73699999,0,
65630,TUC,MAC-GRAY CORP,2007,7200,245.8,0.83099997,0,
65630,TUC,MAC-GRAY CORP,2008,7200,290.81,0.93900001,0,
65630,TUC,MAC-GRAY CORP,2009,7200,261.64999,0.87900001,0,
65630,TUC,MAC-GRAY CORP,2010,7200,,0.87599999,0,
62897,TUP,TUPPERWARE BRANDS CORP,2005,3089,1127.98,11.7,0,
62897,TUP,TUPPERWARE BRANDS CORP,2006,3089,1489.41,12.3,0,
62897,TUP,TUPPERWARE BRANDS CORP,2007,3089,1645.91,12.8,0,
62897,TUP,TUPPERWARE BRANDS CORP,2008,3089,1729.04,14.74,0,
62897,TUP,TUPPERWARE BRANDS CORP,2009,3089,1707.95,12.9,0,
62897,TUP,TUPPERWARE BRANDS CORP,2010,3089,2300.3999,13.5,0,
112623,TWTRQ,TWEETER HOME ENTMT GROUP INC,2005,5731,701.04999,3.359,0,
112623,TWTRQ,TWEETER HOME ENTMT GROUP INC,2006,5731,662.21997,3.2,0,
112623,TWTRQ,TWEETER HOME ENTMT GROUP INC,2007,5731,,,0,
112623,TWTRQ,TWEETER HOME ENTMT GROUP INC,2008,5731,,,0,
112623,TWTRQ,TWEETER HOME ENTMT GROUP INC,2009,5731,,,0,
112623,TWTRQ,TWEETER HOME ENTMT GROUP INC,2010,5731,,,0,
25056,TWX,TIME WARNER INC,2005,4888,38488.859,87.849998,0,
25056,TWX,TIME WARNER INC,2006,4888,37774.66,92.699997,0,
25056,TWX,TIME WARNER INC,2007,4888,38611.68,86.400002,0,
25056,TWX,TIME WARNER INC,2008,4888,37578.469,87,0,
25056,TWX,TIME WARNER INC,2009,4888,20700.131,31,0,
25056,TWX,TIME WARNER INC,2010,4888,,31,0,
160376,TXRH,TEXAS ROADHOUSE INC,2005,5812,404.51999,14.9,0,
160376,TXRH,TEXAS ROADHOUSE INC,2006,5812,510.04999,19,0,
160376,TXRH,TEXAS ROADHOUSE INC,2007,5812,610.62,23,0,
160376,TXRH,TEXAS ROADHOUSE INC,2008,5812,704.21002,28,0,
160376,TXRH,TEXAS ROADHOUSE INC,2009,5812,756.5,31,0,
160376,TXRH,TEXAS ROADHOUSE INC,2010,5812,,32,0,
10519,TXT,Textron Inc.,2005,3721,8855.1201,37,0,
10519,TXT,Textron Inc.,2006,3721,9814.3799,40,0,
10519,TXT,Textron Inc.,2007,3721,10985.75,44,1,StolenLaptop
10519,TXT,Textron Inc.,2008,3721,11394.15,43,0,
10519,TXT,Textron Inc.,2009,3721,8429.3701,32,0,
10519,TXT,Textron Inc.,2010,3721,,32,0,
99990030,UAUA,UAL Corporation,2005,4512,,,0,
99990030,UAUA,UAL Corporation,2006,4512,,,0,
99990030,UAUA,UAL Corporation,2007,4512,,,1,Unintended Disclosure
99990030,UAUA,UAL Corporation,2008,4512,,,0,
99990030,UAUA,UAL Corporation,2009,4512,,,0,
99990030,UAUA,UAL Corporation,2010,4512,,,0,
2504,UIS,UNISYS CORP,2005,7373,5077.5601,36.099998,0,
2504,UIS,UNISYS CORP,2006,7373,4917.6099,31.5,0,
2504,UIS,UNISYS CORP,2007,7373,4695.4199,30,0,
2504,UIS,UNISYS CORP,2008,7373,4185.5898,29,0,
2504,UIS,UNISYS CORP,2009,7373,3691.02,25.6,0,
2504,UIS,UNISYS CORP,2010,7373,,22.9,0,
10903,UNH,"UnitedHealth Group, Inc.",2005,6324,39999.25,55,0,
10903,UNH,"UnitedHealth Group, Inc.",2006,6324,61108.789,58,0,
10903,UNH,"UnitedHealth Group, Inc.",2007,6324,62659.031,67,1,FraudSe
10903,UNH,"UnitedHealth Group, Inc.",2008,6324,64933.711,75,1,Hack
10903,UNH,"UnitedHealth Group, Inc.",2009,6324,69954.141,80,0,
10903,UNH,"UnitedHealth Group, Inc.",2010,6324,,87,0,
12726,UNM,UNUM GROUP,2005,6321,9197.6699,11.3,0,
12726,UNM,UNUM GROUP,2006,6321,8996.6797,11.1,0,
12726,UNM,UNUM GROUP,2007,6321,8738.6699,9.6999998,0,
12726,UNM,UNUM GROUP,2008,6321,7977.9102,9.8000002,0,
12726,UNM,UNUM GROUP,2009,6321,8101.0298,9.6999998,0,
12726,UNM,UNUM GROUP,2010,6321,,9.5,0,
10867,UNP,Union Pacific Corporation,2005,4011,11972,49.747002,0,
10867,UNP,Union Pacific Corporation,2006,4011,13306.21,50.738998,1,StolenComputer
10867,UNP,Union Pacific Corporation,2007,4011,13525.96,50.089001,0,
